0;7
1;7
2;9
3;4
4;4
5;6
6;4
7;4
8;5
9;6
10;6
11;12
12;6
13;7
14;11
15;3
16;4
17;10
18;3
19;3
20;8
21;5
22;3
23;4
24;8
25;8
26;10
27;5
28;4
29;8
30;8
31;7
32;7
33;7
34;3
35;6
36;6
37;4
38;4
39;11
40;10
41;5
42;4
43;7
44;11
45;5
46;7
47;13
48;5
49;4
50;8
51;13
52;2
53;8
54;5
55;6
56;8
57;8
58;7
59;7
60;7
61;18
62;4
63;7
64;3
65;5
66;10
67;14
68;7
69;8
70;8
71;6
72;7
73;3
74;4
75;0
76;4
77;3
78;4
79;2
80;7
81;6
82;5
83;6
84;4
85;10
86;9
87;2
88;6
89;10
90;6
91;12
92;5
93;7
94;10
95;8
96;3
97;10
98;7
99;6
100;8
101;7
102;9
103;6
104;11
105;10
106;8
107;8
108;5
109;3
110;5
111;6
112;12
113;4
114;6
115;3
116;8
117;5
118;10
119;7
120;5
121;10
122;2
123;4
124;13
125;5
126;7
127;5
128;8
129;6
130;2
131;4
132;14
133;3
134;5
135;4
136;7
137;6
138;7
139;8
140;13
141;6
142;2
143;5
144;8
145;8
146;4
147;7
148;8
149;5
150;3
151;8
152;7
153;6
154;6
155;4
156;5
157;5
158;5
159;7
160;3
161;7
162;3
163;5
164;4
165;5
166;7
167;4
168;8
169;1
170;12
171;15
172;11
173;4
174;5
175;4
176;4
177;6
178;10
179;7
180;6
181;6
182;8
183;7
184;5
185;13
186;8
187;7
188;8
189;5
190;4
191;5
192;3
193;8
194;6
195;9
196;9
197;3
198;5
199;13
200;5
201;9
202;8
203;7
204;7
205;3
206;8
207;4
208;6
209;6
210;4
211;4
212;4
213;6
214;11
215;8
216;5
217;6
218;2
219;2
220;10
221;2
222;5
223;9
224;6
225;9
226;9
227;3
228;9
229;7
230;6
231;5
232;8
233;3
234;4
235;8
236;8
237;6
238;1
239;5
240;4
241;7
242;14
243;4
244;11
245;5
246;7
247;7
248;3
249;7
250;10
251;8
252;7
253;4
254;11
255;8
256;7
257;8
258;7
259;7
260;5
261;5
262;6
263;3
264;7
265;10
266;11
267;5
268;8
269;2
270;5
271;11
272;4
273;5
274;6
275;10
276;4
277;3
278;8
279;7
280;5
281;7
282;9
283;10
284;7
285;5
286;6
287;6
288;9
289;10
290;7
291;7
292;9
293;3
294;7
295;6
296;4
297;5
298;9
299;5
300;9
301;8
302;7
303;8
304;7
305;3
306;7
307;4
308;6
309;5
310;6
311;7
312;3
313;6
314;9
315;6
316;5
317;5
318;4
319;6
320;4
321;7
322;10
323;5
324;4
325;5
326;9
327;10
328;6
329;10
330;5
331;4
332;5
333;8
334;6
335;11
336;8
337;10
338;8
339;5
340;8
341;7
342;11
343;9
344;8
345;8
346;5
347;9
348;6
349;8
350;9
351;9
352;3
353;6
354;3
355;5
356;6
357;5
358;3
359;15
360;3
361;2
362;6
363;4
364;6
365;8
366;3
367;4
368;3
369;5
370;8
371;9
372;3
373;3
374;5
375;11
376;3
377;5
378;10
379;5
380;9
381;9
382;5
383;12
384;5
385;8
386;4
387;4
388;6
389;8
390;3
391;7
392;6
393;7
394;6
395;7
396;7
397;8
398;5
399;11
400;9
401;6
402;5
403;8
404;5
405;6
406;5
407;4
408;11
409;4
410;8
411;3
412;6
413;7
414;4
415;7
416;8
417;6
418;6
419;5
420;7
421;4
422;4
423;6
424;3
425;8
426;5
427;10
428;7
429;5
430;11
431;1
432;2
433;4
434;9
435;5
436;12
437;7
438;8
439;6
440;6
441;3
442;8
443;2
444;8
445;4
446;8
447;5
448;6
449;9
450;4
451;9
452;10
453;8
454;8
455;2
456;7
457;4
458;6
459;6
460;7
461;2
462;6
463;6
464;2
465;4
466;4
467;11
468;11
469;4
470;4
471;7
472;8
473;7
474;5
475;8
476;4
477;8
478;7
479;7
480;10
481;3
482;8
483;6
484;7
485;7
486;6
487;9
488;3
489;14
490;4
491;7
492;7
493;4
494;6
495;5
496;6
497;7
498;8
499;6
500;3
501;5
502;4
503;6
504;6
505;7
506;6
507;9
508;6
509;8
510;12
511;8
512;9
513;6
514;9
515;10
516;4
517;5
518;8
519;8
520;11
521;6
522;10
523;5
524;8
525;4
526;5
527;5
528;13
529;3
530;6
531;3
532;9
533;8
534;7
535;6
536;5
537;6
538;4
539;7
540;9
541;6
542;4
543;7
544;5
545;10
546;1
547;1
548;11
549;7
550;7
551;7
552;3
553;11
554;5
555;8
556;6
557;4
558;7
559;10
560;5
561;5
562;4
563;5
564;8
565;7
566;7
567;6
568;3
569;5
570;3
571;6
572;6
573;8
574;4
575;13
576;9
577;7
578;6
579;9
580;2
581;4
582;4
583;4
584;5
585;5
586;10
587;7
588;5
589;9
590;3
591;6
592;6
593;7
594;6
595;3
596;3
597;6
598;3
599;5
600;0
601;7
602;6
603;7
604;9
605;8
606;6
607;6
608;5
609;7
610;10
611;5
612;7
613;7
614;12
615;8
616;3
617;2
618;7
619;4
620;4
621;1
622;6
623;5
624;6
625;4
626;3
627;8
628;7
629;3
630;5
631;7
632;8
633;13
634;9
635;8
636;3
637;6
638;4
639;7
640;4
641;10
642;9
643;3
644;4
645;3
646;5
647;6
648;8
649;6
650;5
651;5
652;11
653;6
654;4
655;9
656;7
657;4
658;4
659;10
660;4
661;6
662;4
663;10
664;4
665;8
666;4
667;10
668;4
669;9
670;6
671;5
672;5
